Sample ID,Date,Time,Samp Number,Analyte Name,Elem,Int (Corr),RSD (Corr Int),Conc (Calib),Reported Conc (Calib),RSD (Conc),Calib Units,SD (Calib),Repl No1,Conc (Calib)1,Repl No2,Conc (Calib)2,Repl No3,Conc (Calib)3,Repl No4,Conc (Calib)4
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Mg 285.213,Mg,710316.0194,0.4595153786,8.723523716,8.724,0.4770766141,mg/L,0.04161789158,1,8.751097218,2,8.766309596,3,8.680281896,4,8.696406155
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Mn 257.610,Mn,1111634.377,0.474374238,5.281517162,5.282,0.5077622527,mg/L,0.02681755052,1,5.321678496,2,5.270277206,3,5.266897367,4,5.267215579
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Mo 202.031,Mo,9.754001634,57.33694464,-0.1558256533,-0.156,0.8869531961,mg/L,0.001382100612,1,-0.1550368618,2,-0.1542868035,3,-0.1571147718,4,-0.1568641759
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Na 589.592,Na,3620.791815,1.185737229,1.022314584,1.022,1.058396636,mg/L,0.01082014317,1,1.028918369,2,1.010374878,3,1.03366655,4,1.016298539
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Ni 231.604,Ni,282.4415971,3.83862234,-0.1244835757,-0.124,1.032887437,mg/L,0.001285775215,1,-0.1249525717,2,-0.1234329238,3,-0.1234578428,4,-0.1260909646
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Pb 220.353,Pb,22.04017216,21.73816895,0.07252917929,0.073,4.020453385,mg/L,0.002916001844,1,0.07687197407,2,0.07060088007,3,0.0714116573,4,0.0712322057
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Se 196.026,Se,97.85191372,11.21346495,0.1849332309,0.185,8.521126277,mg/L,0.01575839413,1,0.206423598,2,0.186325673,3,0.1703777689,4,0.1766058837
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Si 251.611,Si,20655.78879,1.806282751,2.238124116,2.238,1.831396145,mg/L,0.04098891878,1,2.263286802,2,2.194014055,3,2.213819744,4,2.281375862
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,Zn 206.200,Zn,20650.04423,0.5988605743,1.44905179,1.449,0.6361382152,mg/L,0.009217972194,1,1.4558747,2,1.437797856,3,1.445271765,4,1.457262838
6h Conc HNO3_CS,9/14/2018,11:02:32 AM,4,P 213.617,P,4609.765298,0.9207781164,5.044079017,5.044,0.9425765485,mg/L,0.04754430591,1,5.09513117,2,5.073815839,3,5.007382702,4,4.999986358
6h H2O_CS,9/14/2018,11:04:38 AM,5,Y 371.029,Y,484139.9974,1.548027367,1.299791701,1.300,1.548027367,mg/L,0.02012113125,1,1.327279091,2,1.284817275,3,1.302381196,4,1.284689244
6h H2O_CS,9/14/2018,11:04:38 AM,5,Al 396.153,Al,-8828.387796,3.850643393,0.2888815144,0.289,1.832126618,mg/L,0.00529267512,1,0.2874062221,2,0.2964382687,3,0.2840710212,4,0.2876105455
6h H2O_CS,9/14/2018,11:04:38 AM,5,Ca 317.933,Ca,168363.031,1.144408152,5.459340055,5.459,1.108040299,mg/L,0.06049168788,1,5.4746225,2,5.528674697,3,5.382703233,4,5.451359789
6h H2O_CS,9/14/2018,11:04:38 AM,5,Cr 267.716,Cr,1295.803937,1.501800267,-0.07069566966,-0.071,1.343068854,mg/L,0.0009494915202,1,-0.07087866349,2,-0.0706207206,3,-0.07179483016,4,-0.0694884644
6h H2O_CS,9/14/2018,11:04:38 AM,5,Cu 327.393,Cu,559.9655182,3.833700704,0.02219595511,0.022,3.199412273,mg/L,0.000710140112,1,0.02325194582,2,0.02171525864,3,0.02188351158,4,0.0219331044
6h H2O_CS,9/14/2018,11:04:38 AM,5,Fe 238.204,Fe,1631.997175,4.652339713,-0.1007466522,-0.101,2.495384648,mg/L,0.002514016493,1,-0.104038903,2,-0.09947054638,3,-0.101232075,4,-0.09824508463
6h H2O_CS,9/14/2018,11:04:38 AM,5,K 766.490,K,5574.751461,2.681687645,4.348161174,4.348,2.550115436,mg/L,0.1108831293,1,4.428348725,2,4.45726826,3,4.235701278,4,4.271326435
6h H2O_CS,9/14/2018,11:04:38 AM,5,Mg 285.213,Mg,107282.81,1.299661332,1.034527549,1.035,1.718488747,mg/L,0.01777823951,1,1.055746475,2,1.038245689,3,1.031364965,4,1.012753067
6h H2O_CS,9/14/2018,11:04:38 AM,5,Mn 257.610,Mn,96347.1016,1.135434258,0.1182453747,0.118,4.704923098,mg/L,0.005563353948,1,0.1217466921,2,0.1237628833,3,0.1115586944,4,0.1159132291
6h H2O_CS,9/14/2018,11:04:38 AM,5,Mo 202.031,Mo,-12.11103819,56.69462739,-0.161229121,-0.161,1.052451476,mg/L,0.001696858263,1,-0.1624632165,2,-0.1627626394,3,-0.1605284941,4,-0.1591621339
6h H2O_CS,9/14/2018,11:04:38 AM,5,Na 589.592,Na,9116.874848,2.566192735,2.407456532,2.407,2.449163656,mg/L,0.05896255044,1,2.402208898,2,2.492413396,3,2.369571696,4,2.365632139
6h H2O_CS,9/14/2018,11:04:38 AM,5,Ni 231.604,Ni,609.0500878,1.827374871,-0.08574992111,-0.086,1.539245648,mg/L,0.001319901929,1,-0.08744702709,2,-0.08531485261,3,-0.08594370561,4,-0.08429409915
6h H2O_CS,9/14/2018,11:04:38 AM,5,Pb 220.353,Pb,-2.442192718,141.2057626,0.05762859775,0.058,3.642035314,mg/L,0.002098853881,1,0.05917896313,2,0.05937853676,3,0.0570516741,4,0.05490521702
6h H2O_CS,9/14/2018,11:04:38 AM,5,Se 196.026,Se,44.82470333,16.40277007,0.1087776762,0.109,9.70728206,mg/L,0.01055935585,1,0.1175549276,2,0.1099897641,3,0.1139342932,4,0.09363171999
6h H2O_CS,9/14/2018,11:04:38 AM,5,Si 251.611,Si,11741.1603,0.3352849085,1.258764498,1.259,0.3435733593,mg/L,0.004324779473,1,1.25786676,2,1.262182926,3,1.262000965,4,1.253007342
6h H2O_CS,9/14/2018,11:04:38 AM,5,Zn 206.200,Zn,3071.317046,1.162781685,0.1387355877,0.139,1.91877318,mg/L,0.002662021248,1,0.1394054748,2,0.1404368788,3,0.1348018457,4,0.1402981513
6h H2O_CS,9/14/2018,11:04:38 AM,5,P 213.617,P,1375.540363,1.737338469,1.421357678,1.421,1.883298251,mg/L,0.0267684043,1,1.421172051,2,1.431650248,3,1.38474002,4,1.447868394
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Y 371.029,Y,444527.8379,0.5260936776,1.193443215,1.193,0.5260936776,mg/L,0.006278629297,1,1.202365661,2,1.192887543,3,1.190552745,4,1.187966909
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Al 396.153,Al,-11359.78671,3.733187237,0.2494701815,0.249,2.646621527,mg/L,0.006602531527,1,0.2460097307,2,0.2459264196,3,0.2465801911,4,0.2593643846
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Ca 317.933,Ca,428326.7887,0.6894563863,13.62104387,13.62,0.680674794,mg/L,0.09271501231,1,13.52527431,2,13.56053063,3,13.71845187,4,13.67991866
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Cr 267.716,Cr,23.86062668,31.65714998,-0.1327550412,-0.133,0.2776145701,mg/L,0.0003685473371,1,-0.1331675934,2,-0.132555258,3,-0.1323530782,4,-0.1329442355
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Cu 327.393,Cu,219.0117909,8.49049539,0.01091723038,0.011,5.634463982,mg/L,0.0006151274135,1,0.01154003961,2,0.01006852597,3,0.01100334171,4,0.01105701421
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Fe 238.204,Fe,2691.909914,0.8147733521,-0.06565147719,-0.066,1.106191041,mg/L,0.0007262307592,1,-0.0664926621,2,-0.06599899579,3,-0.06521101515,4,-0.06490323571
LGP Conc HCl,9/14/2018,11:06:38 AM,6,K 766.490,K,1899.790487,5.043953048,1.622420692,1.622,4.380715405,mg/L,0.0710736332,1,1.604508841,2,1.557416612,3,1.604001729,4,1.723755587
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Mg 285.213,Mg,177026.9724,0.5827564637,1.923802946,1.924,0.6837453255,mg/L,0.01315391272,1,1.907156921,2,1.921325462,3,1.928217186,4,1.938512218
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Mn 257.610,Mn,374.8665219,13.03757803,-0.3698241065,-0.370,0.06720698356,mg/L,0.0002485476265,1,-0.3694572479,2,-0.3699872077,3,-0.3698848637,4,-0.3699671069
LGP Conc HCl,9/14/2018,11:06:38 AM,6,Mo 202.031,Mo,2.056942404,470.247382,-0.1577278136,-0.158,1.51552297,mg/L,0.002390401245,1,-0.1563214153,2,-0.1553090167,3,-0.1606397763,4,-0.158641046
